"","SVN","STATION_KEY","SY","SITE_NAME","PREDATOR_Nov05_model","PREDATOR_Nov05_score","PREDATOR_Nov05_Condition","Year_Sampled","Ref_Samples","NewSample","FSS_May05_trans","AREAWTMAP","MAFLOWU_trans","SLOPE_trans","PRECIPSITE_MM_trans","STRMPOWER_trans","LONG_NHD_trans","LAT_NHD","ELEV_FT_trans","PCT_FSP3_trans","ERODRES_CAT","sample_status","biocriteria_status","biocriteria_status.OLD","FSS","Q75TH","fss_pred_trans","fss_pred","fss_pred_resids_trans","fss_pred_resids","Group","Q90TH","fss_resid_cond","sediment_resid_status","NEW_STATION","NEW_SAMPLE","NEW"
"680","12029MCB","37153","37153 2012","Wilhelm Creek at RM 2.54","MWCF",0.99,"Least disturbed",2012,0,"Yes",0.778151250383644,2330.069,0.446558912318748,0.206784912409005,3.32387060654051,0.0321362350576445,123.9666727,44.12447437,16.0934769394311,1.42889927219073,"E","Attaining","Attaining",NA,"7",14,1.0152349953652,9.35702430383774,-0.237083744981558,-8.5788730534541,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"681","12030MCB","35745","35745 2012","CUMMINS CR AT RM 0.4","MWCF",0.92,"Least disturbed",2012,0,"Yes",0.845098040014257,2348.83763,1.58605175728531,0.134499070628759,3.30685374869301,0.2251343548213,124.1021974,44.26650573,6,0.500179608697487,"R","Attaining","Attaining","Potential Concern","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"682","12031MCB","99999","99999 2012","Haight Creek at RM 0.62 (Siuslaw)","MWCF",1.01,"Least disturbed",2012,0,"Yes",1.04139268515823,1283.205,1.18309666093129,0.133191591326179,3.14488541828714,0.0978426193556381,123.496246,43.86908433,13.5646599662505,1.47062890563334,"E","Attaining","Attaining",NA,"12",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"683","12032MCB","37169","37169 2012","Condon Creek at RM 4.63","MWCF",1.12,"Least disturbed",2012,0,"Yes",1.32221929473392,2227.242,0.339381869112333,0.209499403340439,3.3142886609475,0.0220133821537293,123.9841663,44.08730601,14.7648230602334,1.42889927219073,"E","Attaining","Attaining",NA,"8",14,1.0152349953652,9.35702430383774,0.306984299368718,-8.03480500910382,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"684","12033MCB","17122","17122 2012","Spout Creek","MWCF",0.98,"Least disturbed",2012,0,"Yes",0.778151250383644,1903.77713,1.2587361488795,0.0994484791236146,3.25285303097989,0.0680208155603473,123.6864043,44.5526887,16.8226038412607,1.47062890563334,"E","Attaining","Potential Concern","Potential Concern","12",14,1.0152349953652,9.35702430383774,-0.237083744981558,-8.5788730534541,"Group 4",20,"Good","Potential Concern","OLD","NEW","NEW"
"685","12034MCB","37220","37220 2012","Jackass Creek at RM 0.38","MWCF",1.1,"Least disturbed",2012,0,"Yes",1.04139268515823,2257.712,0.965183820711675,0.234499466950354,3.29688447553855,0.162130135135651,123.7657815,44.54325141,15.0665191733194,1.47062890563334,"E","Attaining","Attaining",NA,"10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"686","12035MCB","37179","37179 2012","Deer Creek at RM 2.41","MWCF",0.67,"Most disturbed",2012,0,"Yes",0.954242509439325,1968.057,1.2819882194143,0.130843417870369,3.27508089845686,0.117467421518652,123.7779717,44.58880134,15.7480157480236,1.47062890563334,"E","Impaired","Impaired",NA,"42",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"687","12036MCB","37180","37180 2012","Deer Creek at RM 2.94","MWCF",0.86,"Moderately disturbed",2012,0,"Yes",1.07918124604762,1968.057,1.2819882194143,0.130843417870369,3.27623195792183,0.117467421518652,123.7795118,44.59470133,16.2788205960997,1.47062890563334,"E","Attaining","Attaining",NA,"20",14,1.0152349953652,9.35702430383774,0.0639462506824231,-8.27784305779012,"Group 4",20,"Poor","Attaining","NEW","NEW","NEW"
"688","12037MCB","21842","21842 2012","Flynn Creek at RM 1.71 (Alsea)","MWCF",1.04,"Least disturbed",2012,0,"Yes",1.11394335230684,2151.987,1.08311043111515,0.142618371888057,3.34360550810417,0.0884756911660202,123.853562,44.53918973,23.7486841740758,1.42889927219073,"E","Attaining","Attaining","Impaired","16",14,1.0152349953652,9.35702430383774,0.0987083569416349,-8.2430809515309,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"689","12038MCB","37219","37219 2012","Big Elk Creek at RM 26.86","MWCF",1.05,"Least disturbed",2012,0,"Yes",0.845098040014257,2549.87622,0.587898333324724,0.0882609766544649,3.22089224921952,0.00960822850534693,123.641995,44.523761,16.9705627484771,1.47062890563334,"E","Attaining","Attaining",NA,"16",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"690","12039MCB","37174","37174 2012","Big Elk Creek at RM 19.89","MWCF",0.81,"Most disturbed",2012,0,"Yes",1.20411998265592,2248.66202,1.88967923446885,0.0537587202228625,3.23426412437879,0.0868151689378336,123.723232,44.549215,13.7113092008021,1.47062890563334,"E","Attaining","Attaining",NA,"20",14,1.0152349953652,9.35702430383774,0.188884987290723,-8.15290432118182,"Group 4",20,"Poor","Attaining","NEW","NEW","NEW"
"691","12040MCB","37152","37152 2012","Wilhelm Creek  at RM 4.22","MWCF",1.02,"Least disturbed",2012,0,"Yes",1.11394335230684,2330.069,0.446558912318748,0.206784912409005,3.35812528527665,0.0321362350576445,123.9815966,44.14383507,25.9036676939772,1.42889927219073,"E","Attaining","Attaining",NA,"5",14,1.0152349953652,9.35702430383774,0.0987083569416349,-8.2430809515309,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"694","99016CSR","21791","21791 1999","Big Cr (Rock Cr Wilderness)","MWCF",0.84,"Most disturbed",1999,1,"",1,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",NA,"Potential Concern","Potential Concern","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW"
"695","99018CSR","11850","11850 1999","Rock Creek at RM 1.5 (Alsea)","MWCF",1.24,"Least disturbed",1999,1,"",0.698970004336019,2221.245,1.46126180630305,0.23134389985474,3.33885474625232,0.396984342217301,124.0911868,44.18723434,15.5884572681199,0.500179608697487,"R",NA,"Attaining","Attaining","4",3,0.44053025593237,1.75759355853577,0.258439748403649,-1.05862355419975,"Group 1",4,"Poor","Attaining","OLD","OLD","OLD"
"700","99049CSR","21792","21792 1999","Montgomery Cr","MWCF",0.72,"Most disturbed",1999,0,"",1.56820172406699,2042.018,0.746862960501525,0.174269905606218,3.27021285489624,0.0565938339102534,123.9300588,44.58060593,9.05538513813742,1.28403977458335,"E",NA,"Impaired","Impaired","36",14,1.0152349953652,9.35702430383774,0.552966728701793,-7.78882257977075,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","NEW","NEW"
"701","99050CSR","21842","21842 1999","Flynn Creek at RM 1.71 (Alsea)","MWCF",0.85,"Most disturbed",1999,1,"",1.38021124171161,2151.987,1.08311043111515,0.142618371888057,3.34360550810417,0.0884756911660202,123.853562,44.53918973,23.7486841740758,1.42889927219073,"E",NA,"Attaining","Impaired","23",14,1.0152349953652,9.35702430383774,0.364976246346404,-7.97681306212614,"Group 4",20,"Poor","Attaining","OLD","OLD","OLD"
"704","99062CSR","21790","21790 1999","Elkhorn Creek at RM 1.56","MWCF",1.09,"Least disturbed",1999,0,"",0.845098040014257,2124.81557,1.14686137385629,0.103923048454133,3.31973049433022,0.0571545095575216,123.9890525,44.50037836,9.89949493661167,1.34528292089677,"E",NA,"Attaining","Attaining","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"711","H108326","35689","35689 1998","WHITTAKER CR AT RM 3.8","MWCF",0.78,"Most disturbed",1998,0,"",0.602059991327962,1677.44242,1.31170131883776,0.152807067899361,3.30663944102426,0.16294270874214,123.6939289,43.95217792,22.7596133534821,1.47062890563334,"E",NA,"Attaining","Impaired","3",14,1.0152349953652,9.35702430383774,-0.413175004037239,-8.75496431250978,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"712","H108327","32594","32594 1998","Tenmile Creek","MWCF",1.02,"Least disturbed",1998,0,"",0.778151250383644,2409.62281,1.62419894266127,0.104450945424156,3.38363586836188,0.160862448398567,124.0083935,44.21255741,18.4661853126194,0.500179608697487,"R",NA,"Impaired","Attaining","5",14,1.0152349953652,9.35702430383774,-0.237083744981558,-8.5788730534541,"Group 4",20,"Fair","Impaired - Unknown Stressor","OLD","NEW","NEW"
"713","H111015","34467","34467 1999","Trout Creek","MWCF",1.02,"Least disturbed",1999,1,"",0.845098040014257,2258.28854,1.40413452130798,0.106583300755794,3.33122478102073,0.106095603892503,123.9552688,44.47379019,20.6639783197718,1.42889927219073,"E",NA,"Attaining",NA,"6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"714","H111017","35745","35745 1999","CUMMINS CR AT RM 0.4","MWCF",0.89,"Moderately disturbed",1999,1,"",0.698970004336019,2348.83763,1.58605175728531,0.134499070628759,3.30685374869301,0.2251343548213,124.1021974,44.26650573,6,0.500179608697487,"R",NA,"Attaining","Potential Concern","4",14,1.0152349953652,9.35702430383774,-0.316264991029183,-8.65805429950172,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
